Código;Código alternativo;Nombre;Marca
99991991;D0526-05-02;"ACCESORIO C90 MF 1/2""NF JIC- X MF 1/8"" BSPT";
55750656;AB11;"ACCESORIO DE 1/2 LLAVE CRIQUE DE 10""";HAMILTON
30810000;;ACCESORIO DESCARNE FRENTE Y CUELLO T.50,           PARA EL ARMADO DE CAPOTES ALUMINIZADOS;
30810001;;ACCESORIO DESCARNE FRENTE Y CUELLO T.54,           PARA EL ARMADO DE CAPOTES ALUMINIZADOS;
30810002;;ACCESORIO DESCARNE FRENTE Y CUELLO T.58,           PARA EL ARMADO DE CAPOTES ALUMINIZADOS;
30810003;;ACCESORIO DESCARNE FRENTE Y CUELLO T.62,           PARA EL ARMADO DE CAPOTES ALUMINIZADOS;
30810004;;ACCESORIO DESCARNE FRENTE Y CUELLO T.62EXTRA,      PARA EL ARMADO DE CAPOTES ALUMINIZADOS;
90021484;380.048.073;"ACCESORIO INTERCAMBIABLE CABEZA CRIQUE ENC. 1/2""   PARA ESPIGA 16 MM";GEDORE
40788572;2608572112;ACCESORIO P/MARTILLO MANDRIL INTERC. SDS;BOSCH
75027742;;ACCESORIO PARA ANTEOJO MODELO 506UP - IN/OUT G65;UNIVET
90020750;50999;ACCESORIO PARA CINTURON PORTAHERRAMIENTAS 2 ANILLA;EGA MASTER
31396131;2 607 018 613;ACCESORIOS EN SET-ADAP-6 MECHAS ATORN.;BOSCH
79993034;;"ACCESORIOS P/SUNCHOS-FLEJE 1/2"" P/BAND  IT";BAND-IT
79993415;;"ACCESORIOS P/SUNCHOS-FLEJE AC/INOX.3/8"" X 30MT";BAND-IT
79993521;;"ACCESORIOS P/SUNCHOS-HEBILLA METAL P/FLE.3/4""";BAND-IT
99992592;;ACCESORIOS P/TRIPODE CMC SKED (MOSQUET. 300092+RES CUE 44kn 300432-1+RESCUE 50kn 300302+SOGA 11MX20MT;
90010345;TPAK;ACCESORIOS PARA COLGAR EL MULTIMETRO TPAK;FLUKE
80013664;;ACCESORIOS PARA HIDRO PANTER 1525 I;HIDROLIMP
77120701;6001;"ACCESORIOS PARA TALAD - 6001-CEP.CIRC.AC.2""";ROLL'S
50010212;212;ACCESORIOS PARA TORNO - 212 SOPORTE VERT.GIRATOR;DREMEL
99995409;905409;ACCESORIOS-CABLE SPC - 905409;MITUTOYO
19885452;;ACCESS POINT EXTREME NETWORKS AP 7632 DUAL RADIO;
70004615;1609390451;ACCS.P/PISTOLA AIRE CALIENTE-BOQUILLA CHATA;BOSCH
99887792;E099EB00;ACCU CORE (BATERIA) USB-C;PETZL
90036502;;ACEIITE REPSOL YPF 2T SEMI SINT. X 1 LITRO;YPF
99001009;;ACEITE  SPIRAX  80W 90 (PRECIO X LITRO).           - PRESENTACION: TANQUE X 209 LITROS;SHELL
98995240;;ACEITE 15W40 DIESEL X 4 LTS;TOTAL
96352132;;ACEITE 15W40 GASOLERO X 20 LITROS;LUBRAX
98563396;2T;ACEITE 2T *SIN HUMO*  ENVASE DE 1 LITRO;BARDAHL
89562521;2T;ACEITE 2T STIHL ENVASE X 1 LITRO;STIHL
98565085;;ACEITE 2T STIHL ENVASE X 10 LITROS;STHIL
98566534;;ACEITE 4 TIEMPOS X 1 LITRO;LUSQTOFF
98653534;;ACEITE AUTOMOTRIZ RIMULA R5 E 10W40 BIDON X 4 LTS;SHELL
99991189;;ACEITE CADENA AEROSOL JASO DE 440GRS.;JASO
90000257;;ACEITE DE 2 TIEMPOS X LITRO;
55528301;70830;ACEITE DE CORTE PARA ROSCAR X 1 GALON (3.8 LTS)    (ACEITE DARK);RIDGID
70011154;;ACEITE DIESEL MOVIL 15 W 40 BALDE 20 LTS;SHELL
108427;108427;ACEITE ELAIION F50 SAE 5W40 PRECIO X LITRO         (PRESENTACION: TAMBOR X 205 LITROS);YPF
70104710;F50;ACEITE ELAIION F50 SAE 5W40 TAMBOR X 205 LITROS;YPF
90023377;F50E;ACEITE ELAION F50E 5W 30 (PRECIO X LITRO)          - PRESENTACION: BIDON X 4 LITROS;YPF
70005270;HF101;ACEITE HIDRAULICO 1 GALON;ENERPAC
90022950;;ACEITE HIDRAULICO AW ISO 46 X 205 LITROS;PUMA
90025026;ENAHF101;ACEITE HIDRAULICO DE 1 GALON  (HF101);ENERPAC
108357;108357;ACEITE HIDRAULICO SAE 10 W (PRECIO X LITRO)        (PRESENTACIION: TAMBOR X 205 LITROS);PUMA
90024529;;ACEITE HIDRAULICO SAE 10 W TAMBOR X 205 LITROS;PUMA
80011527;ATF;ACEITE HIDRAULICO X 20 LTS ATF;LUBRAX
98995243;;ACEITE LUBRAX GL 5 80W90 PRECIO X LITRO            - PRESENTACION: BALDE X 20 LITROS;LUBRAX
96352138;ATF;ACEITE LUBRAX TRF (PRECIO X LITRO)                 -  PRESENTACION TANQUE 205 LITROS;LUBRAX
98995236;TRM 5;ACEITE LUBRAX TRM-5 85W140 PRECIO X BALDE 20 LTS;LUBRAX
75024824;VALQUIRIA ATF;ACEITE LUBRICANTE HIDRO ATF x 205 LITROS           (VALQUIRIA ATF);
75018915;;ACEITE LUBRICANTE S2 M68 TELLUS HIDRAULICO X 20 LI;SHELL
75011059;EP-220;ACEITE MCA YPF TRANSMISION EP-220 TAMBOR X 205 LTS;YPF
90024876;;ACEITE MINERAL 15W 40 PUMA  X 20 LTS;PUMA
99999978;;ACEITE MINERAL 320 (PRECIO X BIDON 5 LITROS);SHELL
75024826;PETROCANADA;ACEITE MINERAL BLANCO (VASELINA LIQUIDA) X LITRO   (PETROCANADA PURITY FG WHITE OIL 35);
70104026;117A0000020;ACEITE MINERAL PARA ROSCADO X 20 LITROS (WB-20);PARCT
75022936;;ACEITE MOBIL DELVAC XHP EXTRA 10W 40               (PRECIO X LITRO) PRESENTACION: BALDE X 20 LITROS;MOBIL
75025976;;ACEITE MOBIL RARUS 427 COMPRESOR GLP 20L;MOBIL
59400341;;ACEITE MOBIL RARUS 427 PRECIO X 4 LTS (PRESENTACION: ENVASE X 1 LITRO);MOBIL
80014124;;ACEITE MOTOR STIHL P/MEZCLA x 1 LTS;STIHL
90019274;;ACEITE P/MAQUINA DE COSER X 1 LITRO;
96352139;;ACEITE PARA BOMBA DE VACIO DVR 4A                  (PRECIO X BIDON DE 10 LITROS);DOSIVAC
66661000;T;ACEITE PURO DE SILICONAS ALUMET SILICON F1000;ALUMET
75024825;LAAPSA SYN 0W40;ACEITE SAE GRADO 10W40 (MOTORES NAFTEROS) X LITRO  (LAAPSA SYN 10W40);
98565020;SOLUKAN;ACEITE SEMISINTETICO SOLUKAN (BIDON X 4 LTS);KANSACO
99992599;OMALA 460;ACEITE SHELL OMALA 460 - PRECIO X LITRO            (PRESENTACION: LATA X 20 LITROS);SHELL
109265;109265;ACEITE SHELL RIMULA R2 SAE 30 (PRECIO X LITRO)     - PRESENTACION: TAMBOR DE 209 LTS;SHELL
98653591;;ACEITE SHELL RIMULA R2 SAE 30 TAMBOR DE 209 LTS;SHELL
70011030;FD 5W-30;ACEITE SINTETICO P/MOTORES LIGERO TANQUE X 205 LTS (PUMA SYNTHETIC FD 5W-30);PUMA
108975;108975;ACEITE SINTETICO P/MOTORES LIGEROS (PCIO X LITRO)  PRESENTACION: TANQUE X 205 LTS. (PUMA FD 5W-30);PUMA
98995239;;ACEITE SOLUBLE LASAU X 20L -;
90015246;;ACEITE SOLUBLE PARA MECANIZADO LATA  X 20 LITROS;ZIDA
96352140;;ACEITE SOLUBLE POR 4 LITROS;
107625;107625;ACEITE SOLUBLE SINTETICO (PRECIO X LITRO)          PRESENTACION: TAMBOR 205 LITROS;PARCT
70104484;;ACEITE SOLUBLE SINTETICO TAMBOR 205 LITROS;PARCT
99999969;TELLUS 46;ACEITE TELLUS 46 BIDON DE 20 LITROS;SHELL
90022949;;ACEITE TRANSMISION 75W-90 (BALDE X 20 LITROS);
90022611;EP 320;ACEITE TRANSMISION EP 320 (PRECIO X LITRO);YPF
70103044;BOREAL;ACEITE YPF BOREAL, PRECIO POR  BALDE X 20 LITROS;YPF
98995633;XV 100;ACEITE YPF XV 100 (15W40) BALDE X 20 LTS.;YPF
75027565;AACL7596A;ACEITERA ACL 7596A;
52007981;BOD4500;ACEITERA CON BOMBA DE LATON Y VALVULA 500 ML;BAHCO
90022926;542181;ACEITERA METAL P/FLEX  240 CM3;EXPERTO
90023400;542199;ACEITERA METAL P/FLEX  350 CM3;EXPERTO
90012846;542202;ACEITERA METAL P/FLEX  475 CM3;EXPERTO
90003501;;ACEITERA METALICA PICO FIJO 350CM3.;
75001378;LLU350;ACEITERA METALICA PICO FIJO 400 CC;LLUSA
90009066;LLU650;ACEITERA METALICA PICO FIJO 600 CC;LLUSA
40522313;AP232;ACEITERA METALICA PICO FIJO CAP. 400CC;VULCANO
40522312;AP233;ACEITERA METALICA PICO FIJO CAP. 600 CC;VULCANO
90012805;LLU651;ACEITERA METALICA PICO MOVIL 600CC;LLUSA
90020245;LLU5551;ACEITERA METALICA PICO MOVIL DE 500 CC.;LLUSA
40025010;LLU351;ACEITERA METALICA PICO MOVIL FLEX.CAPAC.400CC;LLUSA
74352121;LLU6;ACEITERA PLASTICA C/FUELLE 300 CC;LLUSA
90000591;LLU250;ACEITERA PLASTICA PICO FIJO 250 CC;LLUSA
99999433;LLU500;ACEITERA PLASTICA PICO FIJO 500 CC;LLUSA
74352123;LLU251;ACEITERA PLASTICA PICO MOVIL 250CC.;LLUSA
70006663;LLU501;ACEITERA PLASTICA PICO MOVIL DE 500 CC.;LLUSA
90010291;0096447;ACELERANTE DE FRAGÜE SIKA 3 X 20 KG COLOR VERDE;SIKA
59690404;;ACETILENO EUROSAT;AIR LIQUID
70010520;CO57107;ACOLCHADO MICROFIBRA BLANCO 1-1/2 plaza;
70010521;CO57207;ACOLCHADO MICROFIBRA BLANCO 2-1/2 plaza;
96532326;SMD35;ACONDICIONADOR DE COMBUSTIBLE BIDON X 20 LITROS;ADERCO
75130142;M4B;ACOPLAMIENTO ELAST. M4B;TUPAC
45634545;A45;ACOPLAMIENTO GUMMI A45 C/2 MASAS + 1 ANILLO ELA    STICO;GUMMI
70001048;A-70;ACOPLAMIENTO REPUESTO GUMMI A-70;GUMMI
75130141;M-4A;ACOPLAMIENTO TUPAC MOD. M-4A;TUPAC
99990319;FTL-503-17-;"ACOPLE 1"" HEMBRA FLUJO TOTAL";
70102189;A783A-AM-12;ACOPLE 1/2 VUELTA 3/4 C.RACROD MACHO AMERICANO;POBERAJ
61226076;A784A-AM-12;ACOPLE 1/2 VUELTA DIAM 3/4 ROSCA NPT AMERICANO     .MACHO;POBERAJ
73335261;;"ACOPLE 1/2 VUELTA DIAM 3/4"" ROSCA MACHO AMERICANO";
61226080;A785A-AM-12;ACOPLE 1/2 VUELTA DIAM. 3/4 ROSCA HEMBRA TIPO      .AMERICANO;POBERAJ
90015928;;"ACOPLE 1/2 VUELTA DIAM. 3/4"" ROSCA HEMBRA T/AMERIC";
90022660;;ACOPLE 1/4 MACHO PARA CABLE 50/70MM;
75023040;;ACOPLE 1/4 MACHO/CAB 12.9 MM P/C  CP3550;
75027533;AC1/4HP-12;ACOPLE 1/4V HEMB-PANEL 12.9MM CABLE 35/55;
75024803;A067 -67A-13ND;"ACOPLE 67 SERIE ""A"" NIPLE 1/2"" ESPIGA 3/8""";POBERAJ
75024800;A067 -67A-13NH;"ACOPLE 67 SERIE ""A"" NIPLE HEMBRA 1/2""";POBERAJ
75024801;A067 -67A-06NH;"ACOPLE 67 SERIE ""A"" NIPLE HEMBRA 1/4""";POBERAJ
75024802;A067 -67A-10NH;"ACOPLE 67 SERIE ""A"" NIPLE HEMBRA 3/8""";POBERAJ
99999590;090640;ACOPLE A GRILLA 1030 TG;
99999589;090628;ACOPLE A GRILLA 6FG;
99999588;001404;ACOPLE A-35 C/2 CN;
98564862;001407;ACOPLE A-60 C/2 CN;GUMMI
99992501;A783A-AM-16;"ACOPLE C/RAC.P/MANG.1"" AMERICANO";POBERAJ
70104330;A783E-EU-16;"ACOPLE C/RAC.P/MANG.1"" EUROPEO";POBERAJ
70105002;;ACOPLE CHICO MINICUTTER;DAPET
70104213;A785A-AM-16;"ACOPLE CON ROSCA HEMBRA 1"" AMERICANO";POBERAJ
70104212;A784A-AM-16;"ACOPLE CON ROSCA MACHO 1"" AMERICANO";POBERAJ
70104644;A784A-AM-08;"ACOPLE CON ROSCA MACHO 1/2"" AMERICANO";POBERAJ
75024045;;"ACOPLE DE ALUMINIO 633 C (DCE) 2""";
75024046;;"ACOPLE DE ALUMINIO 633 C (DNH) 2""";
70009960;AR-1000;ACOPLE DE CAMBIO RAPIDO (M & H);SACAPOL
75060022;SOR60022;ACOPLE DE CASCO (ADAPT.DE MARCO P/CASCO) 30MM SLOT;MSA
98562929;12/03/2004;ACOPLE DE MANGUERA DE 1/2 CON ROSCA DE 3/4;
80010243;;"ACOPLE DE REDUCCION RECTO STORZ DE 2.1/2 A 1.1/2""  (STORZ-STORZ)";LACAR
90024648;;ACOPLE DELANTERO (WS17-WS18-WS26).;
19665641;;"ACOPLE EQUIPO ROSCA 1 1/2""";CORR-BLAST
90025241;002235;ACOPLE G14-1;GUMMI
90024369;002236;ACOPLE G18-1;GUMMI
98565129;19070256 / H3056;ACOPLE H IEC NEWKON IP44 6H 2X16+T;STECK
93195467;19070254 / H5256;ACOPLE H IEC NEWKON IP44 6H 3X32+T+N;STECK
90025235;;ACOPLE HEMBRA 12,9 MM. CABLE SOLDADORA 35/50MM;
90003184;AC-103-33;"ACOPLE HEMBRA C/CONEX.P/MANG.3/8""NPI AC-103-33     MARCA NPI";NPI
70104774;SCAM00003133247;ACOPLE IP44 3P+N+T 32A 380V 6H;SCAME
70104773;SCAM00003133246;ACOPLE IP44 3P+T 32A 380V 6H;SCAME
70104663;SCAM00003181643;ACOPLE IP67 2P+T 16A 220V 6H;SCAME
70104775;SCAM00003186347;ACOPLE IP67 3P+N+T 63A 380V 6H;SCAME
98565128;19070514 / H3076;ACOPLE M IEC NEWKON IP44 6H 2X16+T;STECK
93195468;19070536 / H5276;ACOPLE M IEC NEWKON IP44 6H 3X32+T+N;STECK
75024696;AS-103-21;"ACOPLE MACHO 1/8"" BSPT ACERO INOXIDABLE";NPI
75024719;AC-103-21;"ACOPLE MACHO 1/8"" BSPT ACERO ZINCADO";NPI
90025236;;ACOPLE MACHO 12,9 MM. CABLE SOLDADORA 35/50 MM;
90018827;CH604;"ACOPLE MACHO DE ALTO FLUJO 3/8"" NPT MOD. CH604              ";ENERPAC
19665642;;ACOPLE MANGUERA 48 MM;CORR-BLAST
99999576;006703;ACOPLE METALICO ALTO TORQUE DOBLE COMP. WC-A 25;GUMMI
99999586;000002;ACOPLE N-EUPEX B-110;
55203875;;ACOPLE RAP.R.H.3/8 N.P.I.;N.P.I.
90023283;;"ACOPLE RAPIDO 1"" ESPIGADO HEMBRA - AC. INOX. 316";
90023284;;"ACOPLE RAPIDO 1"" ESPIGADO MACHO - AC. INOX. 316";
70005489;AC-203-24;"ACOPLE RAPIDO 1/2"" (ROSCA MACHO)";NPI
75017089;;"ACOPLE RAPIDO 1/2"" CON ESPIGA";
90006783;;"ACOPLE RAPIDO 1/2"" PVC";DUKE
70011147;AL001-02;ACOPLE RAPIDO 1/4 ROSCA HEMBRA 3/8 BSP             S/PUNTA ALNAT;
90024070;AL0001-06;ACOPLE RAPIDO 1/4 ROSCA MACHO 1/4 BSPT;TORLETTI
90000660;;ACOPLE RAPIDO 1/4HC/RACORD;
90022868;;"ACOPLE RAPIDO 3"" PALANCA CAMLOCK TIPO C ALUMINIO";
90006784;;"ACOPLE RAPIDO 3/4"" PVC";DUKE
70104296;ACALDCE064X;"ACOPLE RAPIDO ALUMINIO DCE  2.1/2""";DICA
70104297;ACALDNE064X;"ACOPLE RAPIDO ALUMINIO DNE  2.1/2""";DICA
75010724;455019;ACOPLE RAPIDO CON CIERRE                           (FEMALE SOCKET ASSEMBLY);MSA
56802869;745465;ACOPLE RAPIDO CON TUERCA PARA OXIGENO (LLS0444);LOSARC
90017388;AC430;ACOPLE RAPIDO DE 1/4 EN ACERO Y BRONCE C/PERNO;VULCANO
55202033;AC-403-16;"ACOPLE RAPIDO DE 3/4"" HEMBRA CON R. HEMBRA";NPI
56802870;745463;ACOPLE RAPIDO ENTRE MANGUERA PARA ACETILENO O      GAS COMBUSTIBLE (LLS0441);LOSARC
56802871;745464;ACOPLE RAPIDO ENTRE MANGUERA PARA OXIGENO LLS0442;LOSARC
55241372;;"ACOPLE RAPIDO ESPIGA HEMB HDPE 4""";DICA
55241373;;"ACOPLE RAPIDO ESPIGA MACH HDPE 4""";DICA
55241374;;"ACOPLE RAPIDO HEMB / ROSCA HEMB HDPE 3""";DICA
55241375;;"ACOPLE RAPIDO HEMB C/ ROSCA MACH HDPE 3""";DICA
55241376;;"ACOPLE RAPIDO HEMB C/ROSCA MACHO HDPE 4""";DICA
55241377;;"ACOPLE RAPIDO HEMBR C/ROSCA HEMB HDPE 4""";DICA
70010722;8034203;ACOPLE RAPIDO HEMBRA CON ESPIGA DE MANGUERA DE 3/4;
55171064;;ACOPLE RÁPIDO HEMBRA DE 1/4 OMAHA PARA AIRE;
75015033;CS5070;ACOPLE RAPIDO HEMBRA ROJO CABLE SOLDAR                      ;ROJO
55171013;;ACOPLE RAPIDO KIT COMPLETO PARA COMPRESOR;LUSQTOFF
55241378;;"ACOPLE RAPIDO MACH C/ROSCA HEMB HDPE 3""";DICA
55241379;;"ACOPLE RAPIDO MACHO C/ROSCA HEMB HDPE 4""";DICA
55241380;;"ACOPLE RAPIDO MACHO C/ROSCA MACH HDPE 3""";DICA
55241382;;"ACOPLE RAPIDO MACHO C/ROSCA MACH HDPE 4""";DICA
75013469;CP5070;ACOPLE RAPIDO MACHO ROJO CABLE SOLDAR- RECUBIERTO EN GOMA P/CABLE DE 35MM2;ROJO
94332201;T;ACOPLE RAPIDO MACHO-HEMBRA DE 1/2 PULGADA;
90025175;;"ACOPLE RAPIDO MANGUERA CHICAGO 3/4"" ESPIGA ACERO   (CONEXION ESPIGA PARA MANGUERA)";IND ARG
90025176;;"ACOPLE RAPIDO MANGUERA CHICAGO 3/4"" NPT-H ACERO    (CONEXION ROSCA HEMBRA NPT)";IND ARG
90025177;;"ACOPLE RAPIDO MANGUERA CHICAGO 3/4"" NPT-M ACERO    (CONEXION ROSCA MACHO NPT)";IND ARG
75026205;AF8309;ACOPLE RAPIDO MANGUERA-MANGUERA COMBUSTIBLE        (CON TOMAGOMA AF8314);ARGENFLOW
75026107;AF8308;ACOPLE RAPIDO MANGUERA-MANGUERA OXIGENO            (CON TOMAGOMA AF8313);ARGENFLOW
80011731;AF8316;ACOPLE RAPIDO MANGUERA-SOPLETE COMBUSTIBLE 3/8 IZQ;ARGENFLOW
75012290;101-11;ACOPLE RAPIDO NPI CODIGO 101-11;NPI
75005329;101-33;ACOPLE RAPIDO NPI CODIGO 101-33;NPI
75005324;301-14;ACOPLE RAPIDO NPI CODIGO 301-14;NPI
98562779;A-103-32;ACOPLE RAPIDO P-AIRE MARCA NPI A 103-32;NPI
77777711;;ACOPLE RAPIDO P-MANGUERA INCENDIO 2 PULG;
70006723;50.000.00M;ACOPLE RAPIDO PARA EXTREMO DE MANGUERA;SACAPOL
56802868;716209;ACOPLE RAPIDO PARA VALVULA COMBUSTIBLE;ESAB
75026434;A635 -635-200C;"ACOPLE RAPIDO POLIP. LCE CUERPO LEVAS X RACORD 2""  (PRECIO X UNIDAD)";POBERAJ
80011623;AF8310;ACOPLE RAPIDO REGULADOR-MANGUERA OXIGENO           (CON TOMAGOMA AF8313);ARGENFLOW
75026614;BP-ISI081101-S1;ACOPLE RAPIDO SEGURIDAD S1 CONEXION 1/4 BSP        PRESION OPERATIVA 2- 12 BAR -CAUDAL SALIDA 6 BAR;AYRFUL
30000578;;"ACOPLE RAPIDO SERIE ROSCADA 3/8""                   , PARA CILINDRO HIDRAULICO";SACAPOL
75015331;;"ACOPLE RAPIDO TIPO AMERICANO ESPIGA DIAM. 1"" ORING";DICA
46493042;4045;ACOPLE RECTO 20 X 10 MM KALOP;KALOP
45003015;;"ACOPLE SALIDA OXIGENO-TUERCA PORT ESPIGA 9/16"" IZQ";
99999594;090786;ACOPLE TIPO NORMEX 128;
99999587;000002;ACOPLE TIPO NORMEX 168;
90007933;;ACOPLE TUPAC M3B;TUPAC
90023080;;ACOPLE Y CODO PARA MANGUERA DE ASPIRACION GMAI 803;GAMMA
70010695;AC-303-24;"ACOPLES EN ACERO CINCADO 1/2 "" BSP";NPI
70004655;AC-203-34;"ACOPLES RAPIDOS-ACOPLE RAPIDO C/SAL. 1/2""";NPI
70005398;IR4G;ACOPLES-CONECTOR RECTO IRG 1/4;CASUCCI
70005397;IR8G;ACOPLES-CONECTOR RECTO IRG NPT1/8;CASUCCI
55006140;H-130;ACRILICO  AZUL TRANSPARENTE 650 X 840MM-ESP.4 MM;HELING
75025516;;ACRILICO DE CRISTAL 3MM  420x1600mm.SIN PULIR;MESCH
80010729;0020;ACRILICO PRE-MARCADO ESPESOR 2.4 MM                (PRECIO X M2);LACAR
80013387;0020;ACRILICO PRE-MARCADO ESPESOR: 2.4 mm - 430x480;LACAR
80013388;0020;ACRILICO PRE-MARCADO ESPESOR: 2.4 mm - 430x490;LACAR
80013389;0020;ACRILICO PRE-MARCADO ESPESOR: 2.4 mm - 480x465;LACAR
80013390;0020;ACRILICO PRE-MARCADO ESPESOR: 2.4 mm - 520x540;LACAR
80013391;0020;ACRILICO PRE-MARCADO ESPESOR: 2.4 mm - 530x555;LACAR
80013392;0020;ACRILICO PRE-MARCADO ESPESOR: 2.4 mm - 550x540;LACAR
80013483;0020;ACRILICO PRE-MARCADO-ESPESOR 2,4 mm - 1480 x 300 M;LACAR
80012848;0019;ACRILICO SIN MARCAR ESP. 2,4MM. (PRECIO X M2);LACAR
90006991;;ACRILICO TRAMADO ESPECIAL P/PUERTA DE GABINETE     C/INCENDIO;
94211167;A2500102;ACROBAT ™ 250, Low Force, 240V;MCELROY
74520021;300076;ACTIVADOR N P/ANAEROBICOS POR 180 CM3 (AEROSOL);TRABASIL
74520023;300409;ACTIVADOR T  240 ML / 164 G. TP;TRABASIL
74510361;300073;ACTIVADOR T P/ANAEROBICOS POR 180 CM3 (AEROSOL);TRABASIL
75027551;;ACTUADOR V4055A1114                                (APERT/CIERRE RÁPIDO + CUERPO DE VALVULA);
43241529;P0801001004;ADAMITE ESP. 04 MM 800 X 1000;
70010674;D0502-04-04;ADAP 1/4 BSPP JIC X 1/4 BSPT;POBERAJ
37127142;3314-3714;ADAP.CASCO 3314-3714      PROTECTOR AUDITIVO, R    EPUESTOS;BILSOM
70006626;97-88-908;ADAPATADOR P/BOCALLAVE 3/4H A 1/2M;STANLEY
80013719;COELLIV270P;ADAPT. ELEC TORCHA MAQ LINCOLN;TAMIG
80013718;COATLIV270P;ADAPT. GAS TORCHA MAQ LINCOLN;TAMIG
75043250;60327;ADAPTADOR  KIT PARA FMT  RANGO DE 2-25 NM;NORBAR
48852500;806211;ADAPTADOR  P/CARETA DE SOLDAR P/CASCO;MSA
75012560;10065330;ADAPTADOR  RD40 ROSCA, LINEA DE AIRE O PAPR        - ADVANTAGE 4000;MSA
90026128;;"ADAPTADOR  TECALEMITE   ROSCADO NPT 1/4""";
52159565;K9564F;"ADAPTADOR 1"" A 3/4""  K9564F";BAHCO
52159564;K8164F;"ADAPTADOR 1/2"" A 3/4"" K8164F";BAHCO
85234567;K8164C;"ADAPTADOR 1/2"" A 3/8""  K8164C";BAHCO
90025739;3769;"ADAPTADOR 1/2"" HEMBRA x 3/4"" MACHO";BREMEN
70011160;470003;ADAPTADOR 1/4 F HX 5/16 F M                        C/OVULO R410A;VALUE
99786002;86-002;"ADAPTADOR 1/4H"" x 3/8""M  MOD: 86-002";STANLEY
90023342;1RMA-10-1/4-SQ;ADAPTADOR 1RMA-10-1/4-SQ;BAHCO
90023343;1RMA-19-1/2-SQ;ADAPTADOR 1RMA-19-1/2-SQ;BAHCO
52159563;K8964G;"ADAPTADOR 3/4"" A 1""  K8964G";BAHCO
52159566;K8964D;"ADAPTADOR 3/4"" A 1/2""  K8964D";BAHCO
90025740;3770;"ADAPTADOR 3/4"" HEMBRA x 1/2"" MACHO";BREMEN
90023623;4LYY7;"ADAPTADOR 3/8  ENC.1/2"" ALTO IMPACTO";WESTWARD
90016276;7651;"ADAPTADOR 3/8 X1/2"" ALTO IMPACTO ART. 7651 MCA. PR";PROTO
90006623;86-214;"ADAPTADOR 3/8""x1/4"" MOD: 86-214";STANLEY
98523023;;ADAPTADOR 7/8 NF JIC A 1/2 NPTF;ENERPAC
98523024;;ADAPTADOR 7/8 NF JIC A 3/4 NPTF;ENERPAC
75016980;11-5402-1;ADAPTADOR ACOPLE HEXAGONAL A ACOPLE UNIVERSAL      , AD-UH;LIAT
90026063;;"ADAPTADOR ALTO IMPACTO  1/2"" A 3/8""";GAM
99991834;;"ADAPTADOR ALTO IMPACTO  HEMBRA 1.1/2"" A MACHO 1"" -";IMPACTOOLS
99991835;;"ADAPTADOR ALTO IMPACTO  HEMBRA 1"" A MACHO 1.1/2"" -";IMPACTOOLS
50703816;AUMHXDMM;"ADAPTADOR ALTO IMPACTO 1.1/2"" H X 2.1/2"" M";LAFONTAINE
90026064;;"ADAPTADOR ALTO IMPACTO 1"" A 3/4""";GAM
50703828;AUHXUMM;"ADAPTADOR ALTO IMPACTO 1"" H X 1.1/2"" M";LAFONTAINE
99991764;;"ADAPTADOR ALTO IMPACTO 1"" HEMBRA A 3/4"" MACHO";IMPACTOOLS
90010519;;"ADAPTADOR ALTO IMPACTO 1"" MACHO A 3/4"" HEMBRA";GAM
50703789;AMHXTM;"ADAPTADOR ALTO IMPACTO 1/2""H x 3/4""M";LAFONTAINE
70005537;;"ADAPTADOR ALTO IMPACTO 3/4"" MACHO A 1"" HEMBRA";GAM
90025690;ATHXUM;"ADAPTADOR ALTO IMPACTO 3/4""H X 1"" M";LAFONTAINE
90010823;;"ADAPTADOR ALTO IMPACTO DE 1.1/2"" H-1"" M";GAM
96009663;;"ADAPTADOR ALTO IMPACTO DE 1"" A 1.1/2""";GAM
90010593;;"ADAPTADOR ALTO IMPACTO DE 3/4"" H - 1/2"" M";GAM
90007671;J7652;"ADAPTADOR ALTO IMPACTO HEMBRA 1/2 - MACHO 3/4""     (MEDIDA: 1.29/32"") ART. 7652";PROTO
96009655;;"ADAPTADOR ALTO IMPACTO HEMBRA 3/4"" A  MACHO 1/2""";IMPACTOOLS
70105041;610.377;ADAPTADOR ARG 2P + T 10 A 220V**;SCAME
99998966;8167;"ADAPTADOR AUMENTADOR CUADRO PLANO DE 3/8 A 1/2""";BAHCO
90001008;9565AB;"ADAPTADOR BAHCO 9565 (1"" A 3/4)";BAHCO
90023423;3767;"ADAPTADOR BOCALLAVE 3/8"" HEMBRA A 1/2"" MACHO       CROMO VANADIO";BREMEN
57241502;;ADAPTADOR BSP HEMBRA 44 MM A STORZ 44 MM;LACAR
90019281;902495;ADAPTADOR CASCO FACIAL / AUDIT. U, SOPORTE PROT.   FACIAL Y AUDIT P/CASCOS DEL MERCADO NO LIBUS;LIBUS
91115245;902493;ADAPTADOR CASCO FACIAL / AUDITIVO (CON SLOT)       , PARA CASCO MILENIUM;LIBUS
99996892;47301;ADAPTADOR CENTRAL PARA 6800 (ART. 6864)            ,INCLUYE VALVULA 7583 Y SELLO 6896 (PCIO X UNIDAD);3M
98563525;KM653;"ADAPTADOR CON IMAN 1/4""";BAHCO
75021717;10149702-SP;ADAPTADOR CONEXION RAPIDA 4500/5500 PSIG;MSA
75001555;1603115004;"ADAPTADOR CONICO P/TALADRO GBM23-2                 ROSCA DE 5/8"" X 16 UNF";BOSCH
